reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
ALIN01RFOIX3G,B007WTAJTO,Seamaster GMT,"[1, 1]","Fast card, reliable performance.  Got this card for my Galaxy S3, no compatibility issues.  Would buy again for in a heart beat.",4,No complaints,1376352000,8/13/2013,482,1,1
AA84Q4ERYL1B8,B007WTAJTO,Sean,"[0, 0]",It does what it says but the price needs to come down. Alot. 3 stars bcuz it costs too much for what it is.,3,What are you gonna do....,1402876800,6/16/2014,175,0,0
A313ZWKPAT6NA1,B007WTAJTO,Sean,"[0, 0]",title pretty much covers it.bought it for my GoPro - with free 2 day delivery (with membership) and the price it was a no-brainer,3,"what can i say - it works, value for money, timely delivary",1378252800,4/9/2013,608,0,0
A9AP353VDYSX4,B007WTAJTO,Sean,"[0, 0]","works as well as a SD card can i guess, but its not 64gb its (59.45GB) not like it really is all that big a deal but i just found it strange.",3,59.45GB,1386806400,12/12/2013,361,0,0
A3QE9TFW85JW5A,B007WTAJTO,seannybboi,"[0, 0]","im using this card on my galaxy note 2 but it's slow, and phone constantly unable to read the card",2,not something i was hoping for,1360713600,2/13/2013,663,0,0
A1TF22LGTQQ8GM,B007WTAJTO,Sean P,"[0, 0]",The card works with a Galaxy Note 2.  Install was simple.There are some minor drawbacks I was unaware of when using card storage on my phone.I do notice an initial lag when first accessing the card.Transferring existing items onto card storage is not that simple.Not all items can be moved to card storage.,4,works fine,1367107200,4/28/2013,589,0,0
AHHBZAEMJUMVY,B007WTAJTO,Sebastian,"[0, 0]","This card is great. Ive noticed slight improvement in every aspect of my phone. So much space! Very pleased. Came on time. Brand new. Easy to open thanks to Amazon. And it mentions on the tiny booklet that this thing is temperature resistant. Thats a big plus since overuse of smartphones tend to heat em up pretty good. Being from Texas, the heat out here only makes em hotter. And my last SD seems to have fried. Well this is a good buy. If i need another i'd definitly buy again. Maybe the black and gold one. It only available in 16GB but its super fast.",4,Its 29 GB...,1383696000,6/11/2013,545,0,0
A2NEIQVG7CJS9I,B007WTAJTO,Semore Blues,"[0, 0]",Good SD card and works fine with adapter.  Satisfied with purchase of this product.  Can fill it quickly though with HD video.,4,SanDisk Ultra 16 GB MicroSDHC memory card with adapter,1377907200,8/31/2013,464,0,0
A3EXPSNL8DYSYE,B007WTAJTO,"Sergio Mejia Gtz ""Checolin""","[0, 0]",So far haven't got any issues. I'm using it to record video with my GoPro and it works fine. I'm also considering buying another one for my cellphone :-),4,Working fine,1371081600,6/13/2013,543,0,0
AP060UALY4105,B007WTAJTO,Sergio P.,"[0, 0]","Reliable, no comments, it is a well know brand. I use it for my dash cam, the problem I have is with the dash cam (cheap Chinese).",4,Reliable,1392336000,2/14/2014,297,0,0
AM7Q5M3W8CZMM,B007WTAJTO,setzco,"[0, 0]","the first 2 I bought both had multiple problems with not being recognized, this one so far has had no problems.",4,This is the 3rd 32GB Micro SD I've bought,1365033600,4/4/2013,613,0,0
A1V7SXUI8TBAHC,B007WTAJTO,Shadow Moses,"[0, 0]",Unless your really stringent on form factor (and negligible speed) always get these with the adapter. Some phones do not transfer data that quickly and the adapter is a life saver. Always have it in my PC when dumping large files. Speed is actually a big improvement over the 32GB card.,3,Good card for phone,1356393600,12/25/2012,713,0,0
A2CG1QHPF6O4FH,B007WTAJTO,ShadowsTeardrop,"[0, 0]",I have found this chip works well even in conditions that aren't ideal. I bought a 16gb galaxy s 3 and tried this chip but the phone has a flaw with the 32gb Microsoft chips so it worked for a month then would randomly eject the card when I didn't do anything.,4,Works well,1356998400,1/1/2013,706,0,0
A3A0F30QQGL1EW,B007WTAJTO,Shahryar Mozumder,"[0, 0]","SANDISK is now processing my RMA.  It was used in my Galaxy Note 2.  Its been over a week since I mailed it out. Fortunately they paid for shipping, but while it was working, it was awesome.. 64 gigabytes of class 10 accessible data, at the hands of your finger tips, literally MICRO SD sized.  wow, how technology has improved.",4,I may have gotten a lemon,1370649600,8/6/2013,489,0,0
A2A320L6TB0L5O,B007WTAJTO,shamil,"[0, 0]","It's an sd card, this one's fast. The read and write speeds are pretty equal on this one. Approaching 20mbits per second for read and write. I installed linux to this drive for my cubieboard. Yeah, read and write speed would definitely be an ultimate determiner of over all system performance with this credit card sized computer.Sandisk makes nice stuff don't they?",4,"It's an sd card, this one's fast, other than that i don't care",1387756800,12/23/2013,350,0,0
AD7LQG0EQR1BG,B007WTAJTO,"Shane Virji ""Shane""","[0, 0]","Got the SDSDQU-064G-AFFP-A on December 28, 2012, died on May 20, 2013Could not write to it or change any data, no matter what device i used. Even after format (Full & Quick using disk manager & EaseUS Partition Master 9.1.1 Home Edition, connected in a device or adaptor or usb adaptor) when disconnected and reconnected no change. Dropbox saved my data luckily (Had it syncing using Dropsync Pro).Was using it with Samsung Galaxy Note 2 T889 for the whole time, never was removed.",1,Died after 5 months,1369180800,5/22/2013,565,0,0
A3FSKY78S62AD8,B007WTAJTO,"Shannon OHare ""~Shannon~""","[0, 1]","I bought this to because I wanted to upload music to the disk for my off the computer listening, this does not support music files so I have no need for this. I've tried hooking it up with the Flash card it came with, I've tried putting it in my phone and hooking my  phone to the computer, I've tried through my mp3 player...nothing. I can't even get Windows Media to recognize the flashcard. If you're looking for more storage for portable music don't buy this.",2,not for music,1403913600,6/28/2014,163,0,1
A9ISJLEA0AF3K,B007WTAJTO,"Sharon M. Allen ""Sherrie A""","[0, 2]","I haven't figured out yet if I'm a dummy or if I have a defective card.  I don't know if the card is bad since I can't even get the card to stay in my Samsung Galaxy S4.8.  The little card will go in (the larger one won't) but it won't stay in.  If I put pressure on it the Samsung says .. preparing SD card but as soon as I release pressure the Samsung says .... card removed.This card came from a source outside of Amazon and took way to long to get here.  It arrived in a white envelope with NO instructions.  I'm very upset about this purchase as I've never had a problem before with either SanDisk or Amazon.  I'll try to find someone with more experience than me to give this a try before I return it.  I would have expected this to come in a package from SanDisk, like other SanDisk products I've bought in big box stores or from Amazon but it did not.",1,Very Upset,1402099200,7/6/2014,155,0,2
A19M8E3BNDBTCB,B007WTAJTO,"Shaun A. Lynch ""Digital Vizionz""","[0, 0]","But since I can't say with any certainty whether it was the phone or the card, I'll just say it's a middle of the road product. When it did work though, man it was BLAZING fast read speed.",3,My Epic and this thing didn't get along,1369872000,5/30/2013,557,0,0
A2KYBWIWE7T5Q6,B007WTAJTO,Shaun Kanak,"[0, 0]",The SD slot on my laptop recognized this card immediately.  When I put it in my Droid Razr Maxx it recognized the proper amount but the phone required a reformat.Since install my phone has had some instability but I haven't had enough time to troubleshoot to determine whether or not it is due to the card.  Motorola says the phone can handle 32gig cards.  Some users have reported the 64gig works fine. Other users have reported problems with the 64gig card. Other than the phone instability the storage on the card seems to be working fine for now.,4,Lots of storage for my Droid Razr Maxx,1360627200,12/2/2013,371,0,0
A3G0X0IG40WO1X,B007WTAJTO,"shawn911 ""shawn911""","[0, 0]",Good item came well packaged and been working fine so far only thing is it will not connected when using the adapter when connecting it to My PC.,4,satisfied,1396396800,2/4/2014,307,0,0
A14PJ6GP1GS4TM,B007WTAJTO,Shawn Fallin,"[0, 0]","i bought this for only one use, to put in my samsung galaxy s3. i popped in the card, mounted and formatted in settings, and it works like a charm in the phone. HOWEVER(it's in caps pay attention!), when i took it out of the phone and put the microSD into the SD adapter and plugged into the sd card slot on the front of my pc(win7 x64) it asked to format the card(was already formatted by phone so was confused) so i hit ok, no biggie, it was empty anyways. windows did its thing and when it was &#34;ready to use&#34; it said the card was only 1MB(it showed 59.47GB in the phone). so my troubleshooting section of mind kicked in and i removed the card, and i just so happen to have a microSD slot in my computer's frontal bay and it wouldn't even show it was connected in windows explorer. so i took it out and put in another microsd card, voila it read, switched them out again, and nothing. so i decided to pull up my paragon hard disk utility, and it showed the same thing as windows, regardless how i tried formatting it. i gave up and put it back in the phone and mounted it.my s3 said it neded to be formatted. so i formatted it in the phone again and it showed just like it did the first time, 59.47GB. i then proceeded to install samsung kies and got my phone hooked up to my pc via usb cable, i opened the phone in windows explorer and right there it shows the phone memory at ~16gb and the sd card at 59.47 gb....i'm not quite sure what's going on with that, because the sd slots in my pc read my other cards just fine. but anyway i guess if you plan on using it in your phone or possibly other device exclusively because i can use it like a charm while it's in my phone, otherwise it seems pretty useless. so i guess just depends on what you're using it for. on a side not, be careful when you open the plastic package that contains the micro sd and sd adapter, be sure to open it over a large clear area, i opened it up the the living room with black tile floor and had to get a flashlight to find it when it jumped out on the holder(it just sets in the little plastic holder so even the slightest shake will send it flying when opening) i'm giving it 3/5 on here, but 5/5 if you're getting it for a phone, galaxy s3 at least because it works fine in mine",4,be careful with this,1354752000,6/12/2012,909,0,0
A28Q5CQAOGNUM3,B007WTAJTO,Shelly-Ann,"[0, 0]","I feel a little cheated, they state that this is the best for android phone yet it failed. I never even removed.i have had other memory cards last me years upon years.  Have to look for another one so disappointed. The phone moved smoother but not sure it is worth it",3,Failed after a few months,1361491200,2/22/2013,654,0,0
A2265X68RLA8AD,B007WTAJTO,Shopper,"[0, 0]","I own a first generation Microsoft Surface Pro 128, and it has been a good machine but I was really finding it challenging working within the constraint of 128GB of storage space. I had a 64GB Class 10 SDXC card, which worked well but was not going to fit the VMWare virtual machine I wanted to run off the SD storage. The Virtual Machine increases in size with regular use, and the operating system I was running is recommended for at least 40GB of max storage to operate properly.  Combined with the files I needed to store, and 64GB memory chip was no longer sufficient.The SanDisk Ultra 128GB MicroSDXC Class 10 Memory Card was able to handle that with ease, however I have found that the virtual machine ran noticeably faster off the 64GB chip than this one. I've actually ordered a second of these to see if I might have just received a flawed chip. If the replacement chip offers improvement I will revise this review. It provides its main selling point, more storage at a relatively low cost, so far has run reliably in my tablet computer.If storage space is a significant issue for your device and the memory can make use of 128GB SDXC, then I would recommend product.",4,Extended the Useful Life of MS Surface Pro 128,1400112000,5/15/2014,207,0,0
AMM0CPPOZKMQR,B007WTAJTO,Short One,"[0, 0]","The card works well. Purchased 64 GB to use in my phone as that will store a lot of pix and tunes! Ah, but the phone does not recognize the 64, and I can only use about half the memory.",4,"works, but read carefully",1397001600,9/4/2014,95,0,0
A23UETIA566FW6,B007WTAJTO,Sid L. Brail,"[0, 0]",Good card for the price.  Lots of room for music  Plays in the Sansa MP3 without any difficulty or trouble,4,Works great,1379203200,9/15/2013,449,0,0
